STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FI,Finland,2016,,6340,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FI,Finland,2017,,6360,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FI,Finland,2018,,6610,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FI,Finland,2019,,6920,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FI,Finland,2020,,7160,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FI,Finland,2021,,7610,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FI,Finland,2022,,7890,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FI,Finland,2023,,8940,,b,break in time series,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FI,Finland,2024,,9060,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FR,France,2015,,5140,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FR,France,2016,,5200,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FR,France,2017,,5330,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FR,France,2018,,5370,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FR,France,2019,,5440,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FR,France,2020,,5590,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FR,France,2021,,6030,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FR,France,2022,,6190,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FR,France,2023,,6440,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,FR,France,2024,,6660,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HR,Croatia,2015,,1270,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HR,Croatia,2016,,1310,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HR,Croatia,2017,,1370,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HR,Croatia,2018,,1450,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HR,Croatia,2019,,1540,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HR,Croatia,2020,,1700,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HR,Croatia,2021,,1810,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HR,Croatia,2022,,1920,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HR,Croatia,2023,,2220,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HR,Croatia,2024,,2690,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HU,Hungary,2015,,339400,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HU,Hungary,2016,,358050,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HU,Hungary,2017,,392330,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HU,Hungary,2018,,415600,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HU,Hungary,2019,,443640,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HU,Hungary,2020,,487550,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HU,Hungary,2021,,557550,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HU,Hungary,2022,,637020,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HU,Hungary,2023,,712970,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,HU,Hungary,2024,,803250,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IE,Ireland,2015,,4690,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IE,Ireland,2016,,4860,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IE,Ireland,2017,,5140,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IE,Ireland,2018,,5420,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IE,Ireland,2019,,5810,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IE,Ireland,2020,,6410,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IE,Ireland,2021,,6910,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IE,Ireland,2022,,7390,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IE,Ireland,2023,,8130,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IE,Ireland,2024,,8500,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IS,Iceland,2015,,1047000,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IS,Iceland,2016,,1131940,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IS,Iceland,2017,,1205570,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IS,Iceland,2018,,1283800,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IS,Iceland,2019,,1375970,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IS,Iceland,2020,,1493050,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IS,Iceland,2021,,1616370,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IS,Iceland,2022,,1746930,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IS,Iceland,2023,,1869180,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IS,Iceland,2024,,1987320,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IT,Italy,2015,,3080,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IT,Italy,2016,,3120,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IT,Italy,2017,,3180,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IT,Italy,2018,,3230,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IT,Italy,2019,,3260,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IT,Italy,2020,,3380,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IT,Italy,2021,,3600,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IT,Italy,2022,,3750,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IT,Italy,2023,,3850,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,IT,Italy,2024,,3980,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LT,Lithuania,2015,,1250,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LT,Lithuania,2016,,1310,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LT,Lithuania,2017,,1410,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LT,Lithuania,2018,,1550,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LT,Lithuania,2019,,1720,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LT,Lithuania,2020,,1960,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LT,Lithuania,2021,,2170,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LT,Lithuania,2022,,2430,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LT,Lithuania,2023,,2750,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LT,Lithuania,2024,,3150,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LU,Luxembourg,2015,,9190,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LU,Luxembourg,2016,,9120,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LU,Luxembourg,2017,,9540,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LU,Luxembourg,2018,,10040,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LU,Luxembourg,2019,,10590,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LU,Luxembourg,2020,,11530,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LU,Luxembourg,2021,,12030,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LU,Luxembourg,2022,,12840,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LU,Luxembourg,2023,,13520,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LU,Luxembourg,2024,,14510,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LV,Latvia,2015,,990,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LV,Latvia,2016,,1040,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LV,Latvia,2017,,1120,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LV,Latvia,2018,,1240,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LV,Latvia,2019,,1410,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LV,Latvia,2020,,1460,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LV,Latvia,2021,,1860,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LV,Latvia,2022,,1910,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LV,Latvia,2023,,2200,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,LV,Latvia,2024,,2430,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,ME,Montenegro,2015,,570,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,ME,Montenegro,2016,,640,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,ME,Montenegro,2017,,630,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,ME,Montenegro,2018,,710,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,ME,Montenegro,2019,,720,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,ME,Montenegro,2020,,800,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,ME,Montenegro,2021,,840,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,ME,Montenegro,2022,,950,,,,,
dataflow,ESTAT:NAMA_10_PC$DEFAULTVIEW(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P31_S13,Individual consumption expenditure of general government,ME,Montenegro,2023,,1120,,,,,
